# iroha-telemetry-metric-catalog-v2
oracle_evidence_hashes_total	iroha_oracle_evidence_hashes_total	Total oracle evidence hashes attached to feed events per feed.	registered
fastpq_execution_mode_total	fastpq_execution_mode_total	FASTPQ execution mode resolutions grouped by requested/resolved/backend and per-device labels.	registered
fastpq_poseidon_pipeline_total	fastpq_poseidon_pipeline_total	FASTPQ Poseidon pipeline resolutions grouped by requested/resolved/path and per-device labels.	registered
fastpq_gpu_disable_total	fastpq_gpu_disable_total	FASTPQ GPU accelerator disable events grouped by accelerator/reason and per-device labels.	registered
fastpq_gpu_parity_failure_total	fastpq_gpu_parity_failure_total	FASTPQ sampled GPU parity failures grouped by accelerator/reason and per-device labels.	registered
fastpq_proof_sidecar_queue_depth	fastpq_proof_sidecar_queue_depth	FASTPQ proof sidecar queue depth.	registered
fastpq_proof_sidecar_events_total	fastpq_proof_sidecar_events_total	FASTPQ proof sidecar persistence events grouped by event.	registered
fastpq_metal_queue_ratio	fastpq_metal_queue_ratio	FASTPQ Metal queue duty-cycle ratios (labels: device_class, chip_family, gpu_kind, queue, metric=busy|overlap).	registered
fastpq_metal_queue_depth	fastpq_metal_queue_depth	FASTPQ Metal queue depth snapshot (labels: device_class, chip_family, gpu_kind, metric=limit|max_in_flight|dispatch_count|window_seconds).	registered
fastpq_zero_fill_duration_ms	fastpq_zero_fill_duration_ms	FASTPQ host zero-fill duration samples in milliseconds (labels: device_class, chip_family, gpu_kind).	registered
fastpq_zero_fill_bandwidth_gbps	fastpq_zero_fill_bandwidth_gbps	FASTPQ host zero-fill bandwidth derived from runtime telemetry (labels: device_class, chip_family, gpu_kind).	registered
sm_syscall_failures_total	iroha_sm_syscall_failures_total	SM helper syscall failures (labels: kind, mode, reason)	registered
settlement_events_total	iroha_settlement_events_total	Settlement events grouped by kind/outcome/reason	registered
settlement_finality_events_total	iroha_settlement_finality_events_total	Settlement finality outcomes grouped by kind/outcome/final_state	registered
settlement_fx_window_ms	iroha_settlement_fx_window_ms	PvP FX window observations (milliseconds between committed legs)	registered
settlement_buffer_xor	iroha_settlement_buffer_xor	Per-lane/dataspace settlement buffer debits recorded in micro XOR.	registered
settlement_buffer_capacity_xor	iroha_settlement_buffer_capacity_xor	Configured settlement buffer capacity in micro XOR per lane/dataspace.	registered
settlement_buffer_status	iroha_settlement_buffer_status	Settlement buffer status code per lane/dataspace (0 = normal, 1 = alert, 2 = throttle, 3 = XOR-only, 4 = halt).	registered
settlement_pnl_xor	iroha_settlement_pnl_xor	Per-lane/dataspace realised haircut variance recorded in micro XOR.	registered
settlement_haircut_bp	iroha_settlement_haircut_bp	Effective haircut basis points applied per lane/dataspace for the latest block.	registered
settlement_swapline_utilisation	iroha_settlement_swapline_utilisation	Swap-line utilisation snapshots (micro XOR) grouped by lane, dataspace, and liquidity profile.	registered
settlement_conversion_total	settlement_router_conversion_total	Settlement conversion counter grouped by lane, dataspace, and source token.	registered
settlement_haircut_total	settlement_router_haircut_total	Cumulative settlement haircut totals (in XOR units) grouped by lane and dataspace.	registered
subscription_billing_attempts_total	iroha_subscription_billing_attempts_total	Subscription billing attempts grouped by pricing kind.	registered
subscription_billing_outcomes_total	iroha_subscription_billing_outcomes_total	Subscription billing outcomes grouped by pricing kind and result.	registered
social_events_total	iroha_social_events_total	Viral incentive lifecycle events grouped by event kind	registered
social_budget_spent	iroha_social_budget_spent	Latest viral reward budget spend for the active day	registered
social_campaign_spent	iroha_social_campaign_spent	Cumulative viral promotion spend across the full campaign window	registered
social_campaign_cap	iroha_social_campaign_cap	Configured viral campaign cap (0 = unlimited)	registered
social_campaign_remaining	iroha_social_campaign_remaining	Remaining viral campaign budget (0 when cap is unlimited)	registered
social_campaign_active	iroha_social_campaign_active	Whether the viral promotion window is active (1 = active, 0 = inactive)	registered
social_halted	iroha_social_halted	Whether viral incentives are currently halted (1 = halted, 0 = flowing)	registered
social_rejections_total	iroha_social_rejections_total	Viral incentive rejections grouped by reason	registered
multisig_direct_sign_reject_total	multisig_direct_sign_reject_total	Transactions rejected for direct multisig signatures	registered
social_open_escrows	iroha_social_open_escrows	Open viral escrows currently tracked on-ledger	registered
connected_peers	connected_peers	Total number of currently connected peers	registered
p2p_peer_churn_total	p2p_peer_churn_total	Peer churn events observed by this node	registered
uptime_since_genesis_ms	uptime_since_genesis_ms	Network up-time, from creation of the genesis block	registered
domains	domains	Total number of domains	registered
accounts	accounts	User accounts registered at this time	registered
view_changes	view_changes	Number of view changes in the current round	registered
queue_size	queue_size	Transactions tracked by the queue (queued + in-flight)	registered
queue_queued	queue_queued	Transactions still queued for selection	registered
queue_inflight	queue_inflight	Transactions in-flight after selection	registered
kura_fsync_enabled	kura_fsync_enabled	Kura fsync policy state (1=always, 2=batched).	registered
kura_fsync_failures_total	kura_fsync_failures_total	Kura fsync failures grouped by target (data/index/hashes).	registered
kura_fsync_latency_ms	kura_fsync_latency_ms	Kura fsync latency (milliseconds) grouped by target.	registered
amx_prepare_ms	iroha_amx_prepare_ms	AMX prepare phase latency in milliseconds grouped by lane id.	registered
amx_commit_ms	iroha_amx_commit_ms	AMX commit/merge phase latency in milliseconds grouped by lane id.	registered
amx_abort_total	iroha_amx_abort_total	AMX abort counter grouped by lane id and abort stage.	registered
axt_policy_reject_total	iroha_axt_policy_reject_total	AXT policy validation failures grouped by lane id and reason.	registered
axt_policy_snapshot_version	iroha_axt_policy_snapshot_version	Stable hash-derived version of the active AXT policy snapshot (u64 truncated).	registered
axt_policy_snapshot_cache_events_total	iroha_axt_policy_snapshot_cache_events_total	AXT policy snapshot hydration events grouped by cache outcome.	registered
axt_proof_cache_events_total	iroha_axt_proof_cache_events_total	Dataspace proof cache events grouped by event label.	registered
axt_proof_cache_state	iroha_axt_proof_cache_state	Dataspace proof cache state (value=expiry_slot_with_skew) grouped by dsid/status/manifest_root_hex/verified_slot.	registered
ivm_exec_ms	iroha_ivm_exec_ms	IVM execution latency in milliseconds grouped by lane id.	registered
ivm_stack_bytes	iroha_ivm_stack_bytes	Requested/applied stack sizes for scheduler/prover/guest (bytes).	registered
ivm_stack_clamped	iroha_ivm_stack_clamped	Stack clamp flags for scheduler/prover/guest (0 = no clamp, 1 = clamped).	registered
ivm_stack_gas_multiplier	iroha_ivm_stack_gas_multiplier	Gas→stack multiplier currently in effect for guest stack limits.	registered
ivm_stack_pool_fallback_total	iroha_ivm_stack_pool_fallback_total	Number of times a pre-existing global Rayon pool forced a stack-size fallback.	registered
ivm_stack_budget_hit_total	iroha_ivm_stack_budget_hit_total	VM constructions that hit the guest stack budget clamp.	registered
sumeragi_tx_queue_depth	sumeragi_tx_queue_depth	Transactions currently queued as observed by consensus	registered
sumeragi_tx_queue_capacity	sumeragi_tx_queue_capacity	Transaction queue capacity observed by consensus	registered
sumeragi_tx_queue_retained_bytes	sumeragi_tx_queue_retained_bytes	Estimated retained transaction queue bytes observed by consensus	registered
sumeragi_tx_queue_max_retained_bytes	sumeragi_tx_queue_max_retained_bytes	Retained transaction queue byte budget observed by consensus	registered
sumeragi_tx_queue_saturated	sumeragi_tx_queue_saturated	Transaction queue saturation flag observed by consensus (0 = healthy, 1 = saturated)	registered
sumeragi_tx_queue_saturated_by_count	sumeragi_tx_queue_saturated_by_count	Transaction count saturation flag observed by consensus (0 = inactive, 1 = active)	registered
sumeragi_tx_queue_saturated_by_bytes	sumeragi_tx_queue_saturated_by_bytes	Retained-byte saturation flag observed by consensus (0 = inactive, 1 = active)	registered
sumeragi_tx_queue_saturated_by_age	sumeragi_tx_queue_saturated_by_age	Oldest-queued-age saturation flag observed by consensus (0 = inactive, 1 = active)	registered
sumeragi_tx_queue_oldest_queued_age_ms	sumeragi_tx_queue_oldest_queued_age_ms	Oldest queued transaction age in milliseconds observed by consensus	registered
sumeragi_pending_blocks_total	sumeragi_pending_blocks_total	Total pending blocks tracked by consensus	registered
sumeragi_pending_blocks_blocking	sumeragi_pending_blocks_blocking	Pending blocks currently gating proposals/view changes	registered
sumeragi_commit_inflight_queue_depth	sumeragi_commit_inflight_queue_depth	Commit inflight queue depth (inflight + queued commit work)	registered
sumeragi_missing_block_requests	sumeragi_missing_block_requests	Outstanding missing-block requests observed locally	registered
sumeragi_missing_block_oldest_ms	sumeragi_missing_block_oldest_ms	Age in milliseconds of the oldest missing-block request	registered
sumeragi_missing_block_retry_window_ms	sumeragi_missing_block_retry_window_ms	Retry window for missing-block fetches in milliseconds	registered
sumeragi_missing_block_dwell_ms	sumeragi_missing_block_dwell_ms	Dwell time from first QC arrival until block payload observation (milliseconds)	registered
sumeragi_epoch_length_blocks	sumeragi_epoch_length_blocks	Epoch length in blocks for NPoS scheduling (0 when not applicable)	registered
sumeragi_epoch_commit_deadline_offset	sumeragi_epoch_commit_deadline_offset	Commit window deadline offset from epoch start (blocks)	registered
sumeragi_epoch_reveal_deadline_offset	sumeragi_epoch_reveal_deadline_offset	Reveal window deadline offset from epoch start (blocks)	registered
state_tiered_hot_entries	state_tiered_hot_entries	Entries retained in the tiered-state hot tier after the latest snapshot	registered
state_tiered_hot_bytes	state_tiered_hot_bytes	Deterministic key-plus-value hot budget weight after the latest tiered-state snapshot	registered
state_tiered_cold_entries	state_tiered_cold_entries	Entries spilled to the tiered-state cold tier after the latest snapshot	registered
state_tiered_cold_bytes	state_tiered_cold_bytes	Total bytes written to the tiered-state cold tier in the latest snapshot	registered
state_tiered_cold_reused_entries	state_tiered_cold_reused_entries	Cold entries reused without re-encoding in the latest tiered-state snapshot	registered
state_tiered_cold_reused_bytes	state_tiered_cold_reused_bytes	Total bytes reused from cold payloads in the latest tiered-state snapshot	registered
state_tiered_hot_promotions	state_tiered_hot_promotions	Entries promoted into the tiered-state hot tier in the latest snapshot	registered
state_tiered_hot_demotions	state_tiered_hot_demotions	Entries demoted into the tiered-state cold tier in the latest snapshot	registered
state_tiered_hot_budget_overflow_keys	state_tiered_hot_budget_overflow_keys	Hot-tier key budget overflow in the latest snapshot	registered
state_tiered_hot_budget_overflow_bytes	state_tiered_hot_budget_overflow_bytes	Hot-tier byte budget overflow in the latest snapshot	registered
state_tiered_last_snapshot_index	state_tiered_last_snapshot_index	Latest tiered-state snapshot index recorded by this peer	registered
storage_budget_bytes_used	storage_budget_bytes_used	Storage budget bytes used per component	registered
storage_budget_bytes_limit	storage_budget_bytes_limit	Storage budget limit bytes per component	registered
storage_budget_exceeded_total	storage_budget_exceeded_total	Storage budget exceed events per component	registered
storage_da_cache_total	storage_da_cache_total	DA storage cache outcomes per component	registered
storage_da_churn_bytes_total	storage_da_churn_bytes_total	DA storage churn bytes per component and direction	registered
governance_proposals_status	governance_proposals_status	Governance proposals grouped by status	registered
governance_parliament_transitions_total	governance_parliament_transitions_total	Accepted Parliament lifecycle transitions grouped by closed transition kind	registered
governance_parliament_no_result_total	governance_parliament_no_result_total	Core-derived Parliament no-result outcomes grouped by closed failure class	registered
governance_parliament_attempts_by_status	governance_parliament_attempts_by_status	Committed Parliament attempts grouped by closed status	registered
governance_parliament_attempts_by_stage	governance_parliament_attempts_by_stage	Committed Parliament attempts grouped by closed stage	registered
governance_council_members	governance_council_members	Latest persisted council member count	registered
governance_council_alternates	governance_council_alternates	Latest persisted council alternate count	registered
governance_council_candidates	governance_council_candidates	Total candidates considered in the latest council draw	registered
governance_council_epoch	governance_council_epoch	Epoch index for the latest persisted council draw	registered
governance_citizens_total	governance_citizens_total	Total registered citizens bonded for governance	registered
governance_citizen_service_events_total	governance_citizen_service_events_total	Citizen service discipline events grouped by outcome	registered
governance_protected_namespace_total	governance_protected_namespace_total	Protected namespace enforcement outcomes	registered
governance_manifest_admission_total	governance_manifest_admission_total	Governance manifest admission outcomes (allowed, rejected by reason)	registered
governance_manifest_quorum_total	governance_manifest_quorum_total	Manifest validator quorum enforcement outcomes	registered
governance_manifest_hook_total	governance_manifest_hook_total	Governance manifest hook enforcement outcomes	registered
governance_manifest_activations_total	governance_manifest_activations_total	Manifest activation events emitted by governance enactment	registered
governance_bond_events_total	governance_bond_events_total	Governance bond lifecycle events (lock_created|lock_extended|lock_unlocked)	registered
alias_usage_total	alias_usage_total	Alias service events grouped by lane and event kind	registered
iso_reference_status	iso_reference_status	ISO bridge reference-data status (-1 failed, 0 missing, 1 loaded)	registered
iso_reference_age_seconds	iso_reference_age_seconds	ISO bridge reference-data age (seconds)	registered
iso_reference_records	iso_reference_records	ISO bridge reference-data record counts	registered
iso_reference_refresh_interval_secs	iso_reference_refresh_interval_secs	ISO bridge reference-data refresh interval (seconds)	registered
fraud_psp_assessments_total	fraud_psp_assessments_total	PSP fraud assessments accepted by the host	registered
fraud_psp_missing_assessment_total	fraud_psp_missing_assessment_total	Transactions missing PSP fraud assessment metadata	registered
fraud_psp_invalid_metadata_total	fraud_psp_invalid_metadata_total	Invalid PSP fraud assessment metadata fields	registered
fraud_psp_attestation_total	fraud_psp_attestation_total	Fraud assessment attestation verification outcomes	registered
fraud_psp_latency_ms	fraud_psp_latency_ms	Latency reported by PSP fraud scoring (milliseconds)	registered
fraud_psp_score_bps	fraud_psp_score_bps	Fraud risk score distribution (basis points)	registered
fraud_psp_outcome_mismatch_total	fraud_psp_outcome_mismatch_total	Mismatch between PSP disposition and fraud scoring	registered
streaming_hpke_rekeys_total	streaming_hpke_rekeys_total	Streaming HPKE rekeys accepted grouped by suite	registered
streaming_gck_rotations_total	streaming_gck_rotations_total	Streaming content key rotations processed	registered
streaming_quic_datagrams_sent_total	streaming_quic_datagrams_sent_total	Streaming QUIC datagrams sent	registered
streaming_quic_datagrams_dropped_total	streaming_quic_datagrams_dropped_total	Streaming QUIC datagrams dropped	registered
streaming_fec_parity_current	streaming_fec_parity_current	Streaming parity bucket occupancy (active sessions per bucket)	registered
streaming_feedback_timeout_total	streaming_feedback_timeout_total	Streaming feedback timeout events	registered
streaming_privacy_redaction_fail_total	streaming_privacy_redaction_fail_total	Streaming telemetry redaction failures	registered
streaming_encode_latency_ms	streaming_encode_latency_ms	Streaming encode latency in milliseconds	registered
streaming_encode_audio_jitter_ms	streaming_encode_audio_jitter_ms	Streaming audio jitter (EWMA) in milliseconds	registered
streaming_encode_audio_max_jitter_ms	streaming_encode_audio_max_jitter_ms	Streaming maximum audio jitter observed in milliseconds	registered
streaming_encode_dropped_layers_total	streaming_encode_dropped_layers_total	Streaming encode dropped layers	registered
streaming_decode_buffer_ms	streaming_decode_buffer_ms	Streaming decode buffer depth in milliseconds	registered
streaming_decode_dropped_frames_total	streaming_decode_dropped_frames_total	Streaming decode dropped frames	registered
streaming_decode_max_queue_ms	streaming_decode_max_queue_ms	Maximum streaming decode queue depth in milliseconds	registered
streaming_decode_av_drift_ms	streaming_decode_av_drift_ms	Streaming audio/video drift (absolute average, milliseconds)	registered
streaming_decode_max_drift_ms	streaming_decode_max_drift_ms	Streaming maximum audio/video drift observed in milliseconds	registered
streaming_audio_jitter_ms	streaming_audio_jitter_ms	Viewer-reported audio jitter in milliseconds	registered
streaming_audio_max_jitter_ms	streaming_audio_max_jitter_ms	Viewer maximum audio jitter observed in milliseconds	registered
streaming_av_drift_ms	streaming_av_drift_ms	Viewer-reported audio/video drift (absolute average, milliseconds)	registered
streaming_av_max_drift_ms	streaming_av_max_drift_ms	Viewer maximum audio/video drift observed in milliseconds	registered
streaming_av_drift_ewma_ms	streaming_av_drift_ewma_ms	Viewer-reported EWMA audio/video drift in milliseconds (signed)	registered
streaming_av_sync_window_ms	streaming_av_sync_window_ms	Viewer sync diagnostics aggregation window in milliseconds	registered
streaming_av_sync_violation_total	streaming_av_sync_violation_total	Viewer sync violations observed	registered
streaming_network_rtt_ms	streaming_network_rtt_ms	Streaming network RTT in milliseconds	registered
streaming_network_loss_percent_x100	streaming_network_loss_percent_x100	Streaming network packet loss (basis points)	registered
streaming_network_fec_repairs_total	streaming_network_fec_repairs_total	Streaming network FEC repairs performed	registered
streaming_network_fec_failures_total	streaming_network_fec_failures_total	Streaming network FEC failures encountered	registered
streaming_network_datagram_reinjects_total	streaming_network_datagram_reinjects_total	Streaming network datagram reinjects issued	registered
streaming_energy_encoder_mw	streaming_energy_encoder_mw	Streaming encoder energy consumption (milliwatts)	registered
streaming_energy_decoder_mw	streaming_energy_decoder_mw	Streaming decoder energy consumption (milliwatts)	registered
nexus_audit_outcome_total	nexus_audit_outcome_total	Routed-trace audit outcomes grouped by trace identifier and status	registered
nexus_audit_outcome_last_timestamp	nexus_audit_outcome_last_timestamp_seconds	Unix timestamp of the most recent routed-trace audit outcome per trace	registered
nexus_space_directory_revision_total	nexus_space_directory_revision_total	Space Directory manifest revisions observed per dataspace	registered
nexus_space_directory_active_manifests	nexus_space_directory_active_manifests	Active UAID capability manifests per dataspace/profile	registered
nexus_space_directory_revocations_total	nexus_space_directory_revocations_total	Capability manifest revocations grouped by dataspace and reason	registered
kaigi_relay_registered_total	kaigi_relay_registered_total	Kaigi relay registrations grouped by domain	registered
kaigi_relay_registration_bandwidth	kaigi_relay_registration_bandwidth_class	Kaigi relay registration bandwidth class distribution	registered
kaigi_relay_manifest_updates_total	kaigi_relay_manifest_updates_total	Kaigi relay manifest updates grouped by domain and action	registered
kaigi_relay_manifest_updates_by_domain_total	kaigi_relay_manifest_updates_by_domain_total	Kaigi relay manifest updates grouped only by domain for bounded diagnostics	registered
kaigi_relay_manifest_hop_count	kaigi_relay_manifest_hop_count	Kaigi relay manifest hop-count distribution	registered
kaigi_relay_failover_total	kaigi_relay_failover_total	Kaigi relay failovers grouped by domain and call	registered
kaigi_relay_failovers_by_domain_total	kaigi_relay_failovers_by_domain_total	Kaigi relay failovers grouped only by domain for bounded diagnostics	registered
kaigi_relay_failover_hop_count	kaigi_relay_failover_hop_count	Kaigi relay failover hop-count distribution	registered
kaigi_relay_health_reports_total	kaigi_relay_health_reports_total	Kaigi relay health reports grouped by domain and status	registered
kaigi_relay_health_reports_by_domain_total	kaigi_relay_health_reports_by_domain_total	Kaigi relay health reports grouped only by domain for bounded diagnostics	registered
kaigi_relay_health_state	kaigi_relay_health_state	Kaigi relay health status (0=healthy,1=degraded,2=unavailable)	registered
dropped_messages	dropped_messages	Sumeragi dropped messages	registered
sumeragi_dropped_block_messages_total	sumeragi_dropped_block_messages_total	Dropped Sumeragi block messages due to full channel	registered
sumeragi_dropped_control_messages_total	sumeragi_dropped_control_messages_total	Dropped Sumeragi control messages due to full channel	registered
p2p_dropped_posts	p2p_dropped_posts	Number of p2p post messages dropped due to backpressure	registered
p2p_dropped_broadcasts	p2p_dropped_broadcasts	Number of p2p broadcast messages dropped due to backpressure	registered
p2p_subscriber_queue_full_total	p2p_subscriber_queue_full_total	Number of inbound messages dropped because subscriber queues were full	registered
p2p_subscriber_queue_full_by_topic_total	p2p_subscriber_queue_full_by_topic_total	Per-topic inbound drops caused by full subscriber queues	registered
p2p_subscriber_unrouted_total	p2p_subscriber_unrouted_total	Number of inbound messages dropped because no subscriber matches the topic	registered
p2p_subscriber_unrouted_by_topic_total	p2p_subscriber_unrouted_by_topic_total	Per-topic inbound drops caused by no matching subscriber	registered
p2p_handshake_failures	p2p_handshake_failures	Number of p2p handshake failures	registered
p2p_low_post_throttled_total	p2p_low_post_throttled_total	Number of low-priority post messages throttled	registered
p2p_low_broadcast_throttled_total	p2p_low_broadcast_throttled_total	Number of low-priority broadcast deliveries throttled	registered
p2p_post_overflow_total	p2p_post_overflow_total	Number of per-peer post channel overflows (bounded per-topic)	registered
p2p_post_overflow_by_topic	p2p_post_overflow_by_topic	Per-topic per-peer post channel overflows (bounded per-topic)	registered
consensus_ingress_drop_total	consensus_ingress_drop_total	Consensus ingress drops grouped by topic and reason	registered
p2p_dns_refresh_total	p2p_dns_refresh_total	Number of DNS interval-based refresh cycles performed	registered
p2p_dns_ttl_refresh_total	p2p_dns_ttl_refresh_total	Number of DNS TTL-based refresh cycles performed	registered
p2p_dns_resolution_fail_total	p2p_dns_resolution_fail_total	Number of DNS resolution/connection failures for hostname peers	registered
p2p_dns_reconnect_success_total	p2p_dns_reconnect_success_total	Number of DNS reconnect successes after refresh cycles	registered
p2p_backoff_scheduled_total	p2p_backoff_scheduled_total	Number of per-address connect backoffs scheduled	registered
p2p_deferred_send_enqueued_total	p2p_deferred_send_enqueued_total	Number of deferred outbound frames enqueued while peer sessions were unavailable	registered
p2p_deferred_send_dropped_total	p2p_deferred_send_dropped_total	Number of deferred outbound frames dropped (expiry, overflow, stale generation)	registered
p2p_session_reconnect_total	p2p_session_reconnect_total	Number of reconnect attempts triggered while deferring outbound frames	registered
p2p_connect_retry_seconds	p2p_connect_retry_seconds	Cumulative reconnect retry delay in seconds (rounded up from milliseconds)	registered
p2p_accept_throttled_total	p2p_accept_throttled_total	Number of incoming connections rejected by per-IP throttle	registered
p2p_accept_bucket_evictions_total	p2p_accept_bucket_evictions_total	Number of accept throttle bucket evictions (idle or capacity)	registered
p2p_accept_buckets_current	p2p_accept_buckets_current	Current number of active accept throttle buckets (prefix + per-IP)	registered
p2p_accept_prefix_cache_total	p2p_accept_prefix_cache_total	Prefix bucket cache hits/misses for accept throttle (label `result` = hit|miss)	registered
p2p_accept_throttle_decisions_total	p2p_accept_throttle_decisions_total	Accept throttle decisions (label `scope` = prefix|ip, `decision` = allowed|throttled)	registered
p2p_incoming_cap_reject_total	p2p_incoming_cap_reject_total	Number of incoming connections rejected due to incoming cap	registered
p2p_total_cap_reject_total	p2p_total_cap_reject_total	Number of incoming connections rejected due to total cap	registered
p2p_preauth_source_cap_reject_total	p2p_preauth_source_cap_reject_total	Number of accepted unauthenticated transports rejected by the concurrent per-source cap	registered
p2p_trust_score	p2p_trust_score	Per-peer trust score maintained by the gossip layer (decays toward zero)	registered
p2p_trust_penalties_total	p2p_trust_penalties_total	Applied trust penalties labeled by reason	registered
p2p_trust_decay_ticks_total	p2p_trust_decay_ticks_total	Half-life decay ticks applied to peer trust scores (label `peer_id`)	registered
